,topBrand,category,categoryCode,barcode,name,cpg,_id,brandCode
565,,Frozen,,511111506195,Launch Box,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5db9e8db1dda2c3e1416aea1'},LAUNCH BOX
566,False,Frozen,,511111101949,Poppers,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57ebc2bde4b0ac389136a348'},
567,False,Beauty,,511111600565,SIMPLE,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '5a02196ce4b00efe02b02a5a'},SIMPLE
568,,Beauty & Personal Care,,511111600077,Salon Selectives,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5a5d2bcbe4b0db471c2d0435'},SALON SELECTIVES
569,False,Dairy,,511111802358,Cracker Barrel Cheese,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57d9580ee4b0ac389136a2b6'},CRACKER BARREL
570,False,Baby,BABY,511111404729,Huggies Little Swimmers,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",{'$oid': '5c112616315a241ba1716511'},HUGGIES LITTLE SWIMMERS
571,,Baking,BAKING,511111315674,test brand @1598042673502,"{'$ref': 'Cogs', '$id': {'$oid': '5f403231be37ce5f78d9ed14'}}",{'$oid': '5f403231be37ce5f78d9ed17'},TEST BRANDCODE @1598042673502
572,False,Baking,BAKING,511111918202,test brand @1607707830173,"{'$ref': 'Cogs', '$id': {'$oid': '5fd3acb5be37ce0d9386bb3e'}}",{'$oid': '5fd3acb6be37ce0d9386bb42'},TEST BRANDCODE @1607707830173
573,,Breakfast & Cereal,,511111406136,Blasted Shreds™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5db20be5a60b87376833e366'},SHREDS
574,,Snacks,,511111605546,Baken-Ets,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5d9d08d1a60b87376833e348'},BAKEN ETS
575,,Breakfast & Cereal,,511111306009,Honey Nut Cheerios™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf54491dda2c3e1416ae97'},HONEY NUT CHEERIOS
576,,,,511111003809,Johnsonville,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f734e4b03c9a25efd104'}}",{'$oid': '5332f734e4b03c9a25efd103'},
577,,,,511111302858,Tombstone,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa58e4b03c9a25efd215'}}",{'$oid': '53501d29b9237fd7718f9e15'},
578,,,,511111903628,Chex,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5332f775e4b03c9a25efd128'},
579,,Baking,BAKING,511111415411,test brand @1597527918397,"{'$ref': 'Cogs', '$id': {'$oid': '5f38576ebe37ce5178517aca'}}",{'$oid': '5f38576ebe37ce5178517acb'},
580,True,Baby,,511111806899,DASH-2249 1 brand 1,"{'$ref': 'Cogs', '$id': {'$oid': '5c76dd1095144c5375687b51'}}",{'$oid': '5c76dd4d95144c5375687b52'},DASH-2249 1 BRAND 1
581,True,Snacks,,511111301745,Cracker Jack,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '585a964ce4b03e62d1ce0e7a'},CRACKER JACK
582,,Baby,BABY,511111316558,Gerber Good Start,"{'$ref': 'Cogs', '$id': {'$oid': '5f58fa84be37ce21f1287c0f'}}",{'$oid': '5f59002dbe37ce21f1287c10'},GERBER GOOD START
583,,Baking,BAKING,511111915843,test brand @1598554813654,"{'$ref': 'Cogs', '$id': {'$oid': '5f4802bdbe37ce0c8303373c'}}",{'$oid': '5f4802bdbe37ce0c8303373e'},TEST BRANDCODE @1598554813654
584,,Candy & Sweets,CANDY_AND_SWEETS,511111016069,test brand @1598635436505,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5f493dacbe37ce64d0ae36bf'},TEST BRANDCODE @1598635436505
585,,Baking,BAKING,511111315445,test brand @1597527951436,"{'$ref': 'Cogs', '$id': {'$oid': '5f38578fbe37ce5178517ad3'}}",{'$oid': '5f38578fbe37ce5178517ad6'},TEST BRANDCODE @1597527951436
586,,,,511111502937,Fresca,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",{'$oid': '5332fa7be4b03c9a25efd22c'},
587,,Magazines,,511111304982,Better Homes & Gardens Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d6412e9a3a018514994f426'},BETTER HOMES & GARDENS
588,,,,511111303459,Bud Light Platinum,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",{'$oid': '5332f7b4e4b03c9a25efd140'},
589,False,Grocery,GROCERY,511111017738,Bimbo,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",{'$oid': '5fb821d1be37ce522e165cde'},BIMBO
590,,,,511111402756,Fetch Rewards,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5457a0cde4b05a46170caebc'},
591,False,Beer Wine Spirits,,511111403357,Leinenkugel's,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '5332f7f5e4b03c9a25efd163'},LEINENKUGEL'S
592,,Baby,BABY,511111016571,Nestle NAN,"{'$ref': 'Cogs', '$id': {'$oid': '5f58fa84be37ce21f1287c0f'}}",{'$oid': '5f590184be37ce21f1287c12'},NESTLE NAN
593,,Baking,BAKING,511111815662,test brand @1598042673466,"{'$ref': 'Cogs', '$id': {'$oid': '5f403231be37ce5f78d9ed14'}}",{'$oid': '5f403231be37ce5f78d9ed16'},TEST BRANDCODE @1598042673466
594,False,Baking,,511111102106,Jet-Puffed,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57ebc01fe4b0ac389136a337'},JET-PUFFED
595,,Candy & Sweets,CANDY_AND_SWEETS,511111616818,test brand @1601644882548,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5f772952be37ce6b592e90d6'},TEST BRANDCODE @1601644882548
596,,Magazines,MAGAZINES,511111915287,Health Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d66b9dcee7f2d201c7281cd'}}",{'$oid': '5f298852be37ce7958c5952d'},HEALTH
597,False,Dairy,,511111902027,Kraft Singles,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57ebc144e4b0ac389136a33f'},
598,,Baking,BAKING,511111016786,test brand @1601644882019,"{'$ref': 'Cogs', '$id': {'$oid': '5f772951be37ce6b592e90d1'}}",{'$oid': '5f772952be37ce6b592e90d3'},TEST BRANDCODE @1601644882019
599,,,,511111002925,Diet Coke Lime,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",{'$oid': '5332fa7ce4b03c9a25efd22d'},
600,,Baking,BAKING,511111416739,test brand @1601644363876,"{'$ref': 'Cogs', '$id': {'$oid': '5f77274bbe37ce6b592e90b9'}}",{'$oid': '5f77274bbe37ce6b592e90bd'},TEST BRANDCODE @1601644363876
601,,Baking,BAKING,511111315162,test brand @1595531362667,"{'$ref': 'Cogs', '$id': {'$oid': '5f19e062be37ce33f74a1674'}}",{'$oid': '5f19e062be37ce33f74a1675'},
602,,Magazines,,511111705444,Rolling Stone Special Collectors Edition Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d66def56d5f3b6188d4f051'},511111705444
603,,Snacks,,511111800439,MUNCHIES,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5a5d1a67e4b06ba572cf2499'},MUNCHIES
604,,Health & Wellness,,511111605775,ONE A DAY® 50+,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5da608c91dda2c3e1416ae8d'},511111605775
605,False,Baking,BAKING,511111618010,test brand @1607463684816,"{'$ref': 'Cogs', '$id': {'$oid': '5fcff304be37ce6d53dfc683'}}",{'$oid': '5fcff304be37ce6d53dfc687'},TEST BRANDCODE @1607463684816
606,,Candy & Sweets,CANDY_AND_SWEETS,511111916000,test brand @1598633694347,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5f4936debe37ce52f8314fdf'},TEST BRANDCODE @1598633694347
607,,Baking,BAKING,511111215776,test brand @1598296704638,"{'$ref': 'Cogs', '$id': {'$oid': '5f441280be37ce5dbe9b7c7d'}}",{'$oid': '5f441280be37ce5dbe9b7c7e'},TEST BRANDCODE @1598296704639
608,,Snacks,,511111205890,Annie's Homegrown,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5daf329ca60b87376833e35a'},ANNIE'S
609,,Baking,BAKING,511111416388,test brand @1598881562991,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",{'$oid': '5f4cff1ba475f1050a66b568'},TEST BRANDCODE @1598881562991
610,,Baking,BAKING,511111816331,test brand @1598813526656,"{'$ref': 'Cogs', '$id': {'$oid': '5f4bf556be37ce0b44915549'}}",{'$oid': '5f4bf556be37ce0b4491554b'},TEST BRANDCODE @1598813526656
611,,Health & Wellness,HEALTHY_AND_WELLNESS,511111606147,Midol® ,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",{'$oid': '5db6fb28a60b87376833e367'},MIDOL
612,,Baking,BAKING,511111515470,test brand @1597861699811,"{'$ref': 'Cogs', '$id': {'$oid': '5f3d6f43be37ce4ddbb1bb38'}}",{'$oid': '5f3d6f43be37ce4ddbb1bb39'},
613,,Condiments & Sauces,,511111604808,Twisted Ranch,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5cdacf1c166eb33eb7ce0fa9'},TWISTED RANCH
614,,,,511111602835,Jacks,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa58e4b03c9a25efd215'}}",{'$oid': '53501d29b9237fd7718f9e17'},
615,False,Snacks,,511111904458,Emerald,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5afda00ce4b0c11cfecd49f4'},EMERALD
616,,Baking,BAKING,511111216377,test brand @1598881562499,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",{'$oid': '5f4cff1aa475f1050a66b567'},TEST BRANDCODE @1598881562500
617,,,,511111303176,Froot Loops,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",{'$oid': '5332f9fde4b03c9a25efd1cf'},
618,,Baking,BAKING,511111216216,test brand @1598711015538,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a64e7be37ce17d23b3178'}}",{'$oid': '5f4a64e7be37ce17d23b317b'},TEST BRANDCODE @1598711015538
619,,Beverages,,511111306160,Hershey's Hot Cocoa Mix,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5db77f7aa60b87376833e368'},HERSHEYS HOT COCOA
620,,Beverages,,511111700746,PG TIPS,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '592486bee410d61fcea3d135'},PG TIPS
621,False,Breakfast & Cereal,,511111501268,Quaker Puffed,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '58861c7f4e8d0d20bc42c4fd'},
622,,Snacks,,511111300427,MUNCHOS,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5a5d1a8ce4b0db471c2d0420'},MUNCHOS
623,False,Deli,,511111202004,Lunchables,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57ebc15fe4b0ac389136a342'},LUNCHABLES
624,,,,511111603207,Nutri-Grain,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",{'$oid': '5332f9fce4b03c9a25efd1cc'},
625,,,,511111702504,Leffe,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",{'$oid': '57c08250e4b0718ff5fcb033'},
626,,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,511111015253,WOOLITE®,"{'$ref': 'Cogs', '$id': {'$oid': '5f10c05cbe37ce238c6cabaf'}}",{'$oid': '5f21c99dbe37ce7958c5952a'},WOOLITE
627,,Magazines,,511111104971,Travel and Leisure Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d6412d36d5f3b23d1bc7908'},511111104971
628,False,Baby,,511111704652,Huggies,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",{'$oid': '5bd2011f90fa074576779a17'},HUGGIES
629,,Baking,BAKING,511111116196,test brand @1598711015353,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a64e7be37ce17d23b3178'}}",{'$oid': '5f4a64e7be37ce17d23b3179'},TEST BRANDCODE @1598711015353
630,,,,511111302902,Sprite Zero,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",{'$oid': '5332fa7de4b03c9a25efd22f'},
631,False,Candy & Sweets,CANDY_AND_SWEETS,511111117353,test brand @1605535021531,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5fb2852dbe37ce522e165cb3'},TEST BRANDCODE @1605535021531
632,False,Snacks,,511111004073,Bisca,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5a8c2e5ee4b0ccf165fac9e1'},BISCA
633,,Baking,BAKING,511111516408,test brand @1598881563900,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",{'$oid': '5f4cff1ca475f1050a66b56a'},TEST BRANDCODE @1598881563900
634,,Baking,BAKING,511111116967,test brand @1601939762909,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba932be37ce2f290fb251'}}",{'$oid': '5f7ba932be37ce2f290fb253'},TEST BRANDCODE @1601939762909
635,False,Beer Wine Spirits,,511111901372,Peroni Italy,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '58861c7e4e8d0d20bc42c4e9'},PERONI
636,,Candy & Sweets,CANDY_AND_SWEETS,511111115878,test brand @1598554814581,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5f4802bebe37ce0c83033741'},TEST BRANDCODE @1598554814581
637,,,,511111403074,Orv's,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5332fa67e4b03c9a25efd216'},
638,,,,511111002710,RPs,"{'$ref': 'Cpgs', '$id': {'$oid': '55a41a91e4b0d0a65b3692ec'}}",{'$oid': '55a41a9de4b0d0a65b3692ed'},
639,False,Baking,BAKING,511111917991,test brand @1607463684722,"{'$ref': 'Cogs', '$id': {'$oid': '5fcff304be37ce6d53dfc683'}}",{'$oid': '5fcff304be37ce6d53dfc685'},TEST BRANDCODE @1607463684722
640,,Snacks,,511111106203,Fruit Gushers™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5db9f8c5a60b87376833e36a'},BETTY CROCKER GUSHERS
641,,,,511111603597,Bugles,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5332f789e4b03c9a25efd12c'},
642,,Candy & Sweets,CANDY_AND_SWEETS,511111515524,test brand @1597861701615,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5f3d6f45be37ce4ddbb1bb3f'},TEST BRANDCODE @1597861701615
643,,,,511111103707,Glaceau vitaminwater zero,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",{'$oid': '5332f762e4b03c9a25efd11e'},
644,,Baking,BAKING,511111215059,test brand @1595340050104,"{'$ref': 'Cogs', '$id': {'$oid': '5f16f512be37ce2b30061e1d'}}",{'$oid': '5f16f512be37ce2b30061e1e'},
645,False,Breakfast & Cereal,,511111505877,Lucky Charms®,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf2baea60b87376833e359'},LUCKY CHARMS
646,False,Grocery,,511111802402,Back to Nature Meals,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57d95741e4b0ac389136a2b1'},BACK TO NATURE DINNERS
647,,,,511111503460,Budweiser Select 55,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",{'$oid': '5332f7b2e4b03c9a25efd13f'},
648,,Baking,BAKING,511111615378,test brand @1597350074366,"{'$ref': 'Cogs', '$id': {'$oid': '5f35a0babe37ce6853cff1fd'}}",{'$oid': '5f35a0babe37ce6853cff200'},TEST BRANDCODE @1597350074366
649,,,,511111302780,Cedar Crest,"{'$ref': 'Cpgs', '$id': {'$oid': '537b7ec2892471241348d709'}}",{'$oid': '537b7ec2892471241348d70a'},
650,False,Baking,BAKING,511111317876,test brand @1606765578747,"{'$ref': 'Cogs', '$id': {'$oid': '5fc54c0abe37ce1911dbb3b1'}}",{'$oid': '5fc54c0abe37ce1911dbb3b3'},TEST BRANDCODE @1606765578747
651,,Magazines,,511111305125,Rachael Ray Everyday,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d642d65a3a018514994f42d'},511111305125
652,False,Grocery,GROCERY,511111117797,Grandma Sycamore,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",{'$oid': '5fb829c0be37ce522e165ce4'},GRANDMA SYCAMORE
653,,Breakfast & Cereal,,511111106364,Mermaid Cereal,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5dc2db051dda2c0ad7da64b0'},MERMAID CEREAL
654,,Baking,BAKING,511111915355,test brand @1597350074236,"{'$ref': 'Cogs', '$id': {'$oid': '5f35a0babe37ce6853cff1fd'}}",{'$oid': '5f35a0babe37ce6853cff1fe'},TEST BRANDCODE @1597350074237
655,False,Beverages,,511111803959,Aquafina,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5332f5fde4b03c9a25efd0bc'},AQUAFINA
656,,Beverages,,511111705512,SoBe Drinks,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5d66e20b6d5f3b6188d4f055'}, SOBE
657,,,,511111103219,Rice Krispies,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",{'$oid': '5332f9f4e4b03c9a25efd1ca'},
658,,Magazines,,511111905240,Kitchen and Baths,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d6594a2a3a018514994f434'},511111905240
659,,Baking,BAKING,511111016625,test brand @1599849713825,"{'$ref': 'Cogs', '$id': {'$oid': '5f5bc4f1be37ce17125ac0e8'}}",{'$oid': '5f5bc4f1be37ce17125ac0ec'},TEST BRANDCODE @1599849713825
660,,,,511111802631,Sunkist,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",{'$oid': '55b630d3e4b0d8e685c1421e'},
661,False,Condiments & Sauces,,511111004400,Campbell's Dinner Sauces,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5ab154eae4b0915382df7620'},CAMPBELLS DINNER SAUCES 
662,,,,511111602606,Squirt,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",{'$oid': '55b630ece4b0d8e685c14221'},
663,,Condiments & Sauces,,511111304821,Wild Style Sauce,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5cdad1daca6a4c76f3f8c515'},WILD STYLE
664,False,Personal Care,,511111300861,DOVE,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '592486bee410d61fcea3d128'},DOVE BODY
665,,Baking,BAKING,511111916888,test brand @1601939012949,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba644be37ce23081c5289'}}",{'$oid': '5f7ba645be37ce23081c528a'},TEST BRANDCODE @1601939012950
666,,Baking,BAKING,511111015307,test brand @1597342520238,"{'$ref': 'Cogs', '$id': {'$oid': '5f358338be37ce443bf9d557'}}",{'$oid': '5f358338be37ce443bf9d559'},TEST BRANDCODE @1597342520238
667,,Baking,BAKING,511111616184,test brand @1598639353768,"{'$ref': 'Cogs', '$id': {'$oid': '5f494cf904db711dd8fe87ef'}}",{'$oid': '5f494cf904db711dd8fe87f0'},
668,False,Frozen,,511111602323,Smart Ones,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57d96124e4b0ac389136a2b9'},WEIGHT WATCHERS SMART ONES
669,,Health & Wellness,,511111805625,ALEVE® LIQUID GELS,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5da60696a60b87376833e34c'},ALEVE LIQUID GELS
670,,,,511111603924,Lipton,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5332f603e4b03c9a25efd0bf'},
671,,Snacks,,511111200963,SANTITAS Tortilla Chips,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '591325cde4b0cddf4ebb6a69'},SANTITAS
672,,Dairy,,511111204879,Fruit Love Spoonable Smoothies,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5d4880ca6d5f3b105d1bc8dc'},FRUIT LOVE
673,False,Beverages,,511111301462,Tropicana,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '585a9744e4b03e62d1ce0e98'},TROPICANA
674,,,,511111001553,Sabra,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '585a96fbe4b03e62d1ce0e8e'},
675,,Breakfast & Cereal,,511111106081,Raisin Nut Bran,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf68751dda2c3e1416ae9c'},RAISIN NUT BRAN
676,,Health & Wellness,,511111405696,Bayer® ASPRIN EXTRA STRENGTH ,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5da607daa60b87376833e350'},511111405696
677,,,,511111503255,Corn Flakes,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",{'$oid': '5332f9f1e4b03c9a25efd1c5'},
678,False,Dairy,,511111901143,Velveeta,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5887a28ae4b02187f85cdad6'},VELVEETA
679,False,Frozen,,511111400837,GOOD HUMOR,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '592486bee410d61fcea3d12b'},GOOD HUMOR
680,False,Breakfast & Cereal,,511111804277,JUST CRACK AN EGG Scramble Kit,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5aa1b53ae4b086c8aad5e097'},JUST CRACK AN EGG
681,False,Baking,BAKING,511111917274,test brand @1604946244789,"{'$ref': 'Cogs', '$id': {'$oid': '5fa98944be37ce239d1070ff'}}",{'$oid': '5fa98944be37ce239d107101'},TEST BRANDCODE @1604946244789
682,False,Magazines,,511111305071,MARTHA STEWART LIVING MAGAZINE,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d6417f56d5f3b23d1bc790d'},511111305071
683,False,Personal Care,,511111100850,DOVE MEN+CARE,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '592486bee410d61fcea3d129'},
684,False,Grocery,,511111701064,Cracker Barrel Macaroni & Cheese Dinners,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '588ba0f5e4b02187f85cdade'},
685,,Baking,BAKING,511111316329,test brand @1598813526618,"{'$ref': 'Cogs', '$id': {'$oid': '5f4bf556be37ce0b44915549'}}",{'$oid': '5f4bf556be37ce0b4491554a'},TEST BRANDCODE @1598813526618
686,,Baking,BAKING,511111716877,test brand @1601659135935,"{'$ref': 'Cogs', '$id': {'$oid': '5f7760ffbe37ce1d26d7b7a8'}}",{'$oid': '5f7760ffbe37ce1d26d7b7a9'},
687,False,Beverages,,511111503972,Pepsi,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5332f5fbe4b03c9a25efd0b9'},PEPSI
688,,Snacks,,511111705888,Mott's® Fruit Snacks,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf2e2a1dda2c3e1416ae92'},MOTT'S
689,,,,511111503187,Corn Pops,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",{'$oid': '5332f9fde4b03c9a25efd1ce'},
690,False,Snacks,,511111604242,Riberhus,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5a8f6461e4b02d0314ffa208'},RIBERHUS
691,False,Snacks,,511111601234,Hershey's Pudding,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '58861d07e4b02187f85cdacd'},HERSHEY'S PUDDING
692,,Baking,BAKING,511111716433,test brand @1599097538394,"{'$ref': 'Cogs', '$id': {'$oid': '5f504ac2be37ce0b793c9411'}}",{'$oid': '5f504ac2be37ce0b793c9412'},TEST BRANDCODE @1599097538395
693,,,,511111003526,Busch,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",{'$oid': '5332f7aae4b03c9a25efd139'},
694,,,,511111802846,Digiorno,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa58e4b03c9a25efd215'}}",{'$oid': '53501d29b9237fd7718f9e16'},
695,False,Baking,BAKING,511111218067,test brand @1607636368260,"{'$ref': 'Cogs', '$id': {'$oid': '5fd29590be37ce38bbbefb25'}}",{'$oid': '5fd29590be37ce38bbbefb27'},TEST BRANDCODE @1607636368260
