,createDate,dateScanned,purchaseDate,pointsEarned,finishedDate,pointsAwardedDate,modifyDate,bonusPointsEarned,totalSpent,rewardsReceiptStatus,_id,bonusPointsEarnedReason,userId,purchasedItemCount
446,{'$date': 1611605143000},{'$date': 1611605143000},{'$date': 1611532800000},,,,{'$date': 1611606325000},,4368.80,FLAGGED,{'$oid': '600f24970a720f053500002f'},,600f20c15edb787dce060911,599.0
447,{'$date': 1611599047000},{'$date': 1611599047000},{'$date': 1611532800000},,,,{'$date': 1611599887000},,2084.82,FLAGGED,{'$oid': '600f0cc70a720f053500002c'},,600f00d05edb787dce05fb84,303.0
448,{'$date': 1611614325000},{'$date': 1611614325000},{'$date': 1611527925000},150.0,{'$date': 1611614326000},{'$date': 1611614326000},{'$date': 1611614326000},150.0,89.91,FINISHED,{'$oid': '600f48750a7214ada2000041'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600f47f06fd0dc1768a34a12,9.0
449,{'$date': 1611612646000},{'$date': 1611612646000},{'$date': 1611526246000},150.0,{'$date': 1611612647000},{'$date': 1611612647000},{'$date': 1611612647000},150.0,1.00,FINISHED,{'$oid': '600f41e60a720f0535000033'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600f41b2bd196811e68ea219,1.0
450,{'$date': 1611584729000},{'$date': 1611584729000},{'$date': 1610323200000},250.0,{'$date': 1611584729000},{'$date': 1611584729000},{'$date': 1611584729000},,49.95,FINISHED,{'$oid': '600ed4d90a7214ada200001c'},,600ed42e43298911ce45d1fa,5.0
451,{'$date': 1611612677000},{'$date': 1611612677000},{'$date': 1611122400000},5.0,{'$date': 1611612677000},{'$date': 1611612677000},{'$date': 1611612677000},5.0,49.95,FINISHED,{'$oid': '600f42050a7214ada200003b'},All-receipts receipt bonus,600f41b2bd196811e68ea219,5.0
452,{'$date': 1611584594000},{'$date': 1611584594000},{'$date': 1611498194000},523.6,{'$date': 1611584596000},{'$date': 1611584596000},{'$date': 1611584596000},500.0,4.66,FINISHED,{'$oid': '600ed4520a720f0535000012'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600ed42e43298911ce45d1fa,4.0
453,{'$date': 1611596076000},{'$date': 1611596076000},{'$date': 1611122400000},125.0,{'$date': 1611596077000},{'$date': 1611596077000},{'$date': 1611596077000},,25.00,FINISHED,{'$oid': '600f012c0a720f0535000025'},,600f008f4329897eac237bd8,5.0
454,{'$date': 1611614352000},{'$date': 1611614352000},{'$date': 1611527952000},50.0,{'$date': 1611614353000},{'$date': 1611614353000},{'$date': 1611614353000},45.0,1.00,FINISHED,{'$oid': '600f48900a720f0535000042'},COMPLETE_PARTNER_RECEIPT,600f47f06fd0dc1768a34a12,1.0
455,{'$date': 1611584657000},{'$date': 1611584657000},{'$date': 1611122400000},5.0,{'$date': 1611584658000},{'$date': 1611584658000},{'$date': 1611584658000},5.0,25.00,FINISHED,{'$oid': '600ed4910a7214ada2000018'},All-receipts receipt bonus,600ed42e43298911ce45d1fa,5.0
456,{'$date': 1611614344000},{'$date': 1611614344000},{'$date': 1610231944000},50.0,{'$date': 1611614344000},{'$date': 1611614344000},{'$date': 1611614344000},45.0,1.00,FINISHED,{'$oid': '600f48880a7214ada2000044'},COMPLETE_PARTNER_RECEIPT,600f47f06fd0dc1768a34a12,1.0
457,{'$date': 1611596081000},{'$date': 1611596081000},{'$date': 1611295200000},250.0,{'$date': 1611596081000},{'$date': 1611596081000},{'$date': 1611596081000},,49.95,FINISHED,{'$oid': '600f01310a7214ada2000027'},,600f008f4329897eac237bd8,5.0
458,{'$date': 1611596074000},{'$date': 1611596074000},{'$date': 1611509674000},5.0,{'$date': 1611596074000},{'$date': 1611596074000},{'$date': 1611596074000},5.0,10.00,FINISHED,{'$oid': '600f012a0a7214ada2000024'},All-receipts receipt bonus,600f008f4329897eac237bd8,1.0
459,{'$date': 1611614302000},{'$date': 1611614302000},{'$date': 1610323200000},750.0,{'$date': 1611614302000},{'$date': 1611614302000},{'$date': 1611614302000},500.0,49.95,FINISHED,{'$oid': '600f485e0a720f053500003b'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600f47f06fd0dc1768a34a12,5.0
460,{'$date': 1611612644000},{'$date': 1611612644000},{'$date': 1610230244000},305.0,{'$date': 1611612645000},{'$date': 1611612645000},{'$date': 1611612645000},300.0,1.00,FINISHED,{'$oid': '600f41e40a7214ada2000033'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600f41b2bd196811e68ea219,1.0
461,{'$date': 1611612667000},{'$date': 1611612667000},{'$date': 1611526267000},5.0,{'$date': 1611612668000},{'$date': 1611612668000},{'$date': 1611612668000},5.0,1.00,FINISHED,{'$oid': '600f41fb0a720f0535000036'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
462,{'$date': 1611586391000},{'$date': 1611586391000},{'$date': 1611532800000},487.7,{'$date': 1611586821000},{'$date': 1611586821000},{'$date': 1611586909000},250.0,715.23,FINISHED,{'$oid': '600edb570a720f053500001d'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600ed95043298911ce45e82c,161.0
463,{'$date': 1611641366000},{'$date': 1611641366000},{'$date': 1611208800000},125.0,{'$date': 1611641366000},{'$date': 1611641366000},{'$date': 1611641366000},,25.00,FINISHED,{'$oid': '600fb2160a7214ada2000053'},,600fb1ac73c60b12049027bb,5.0
464,{'$date': 1611641347000},{'$date': 1611641347000},{'$date': 1611554947000},323.6,{'$date': 1611641347000},{'$date': 1611641347000},{'$date': 1611641347000},300.0,4.66,FINISHED,{'$oid': '600fb2030a7214ada2000050'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600fb1ac73c60b12049027bb,4.0
465,{'$date': 1611641321000},{'$date': 1611641321000},{'$date': 1611554921000},50.0,{'$date': 1611641322000},{'$date': 1611641322000},{'$date': 1611641322000},45.0,1.00,FINISHED,{'$oid': '600fb1e90a720f0535000049'},COMPLETE_PARTNER_RECEIPT,54943462e4b07e684157a532,1.0
466,{'$date': 1611641367000},{'$date': 1611641367000},{'$date': 1610258967000},50.0,{'$date': 1611641368000},{'$date': 1611641368000},{'$date': 1611641368000},45.0,1.00,FINISHED,{'$oid': '600fb2170a720f053500004e'},COMPLETE_PARTNER_RECEIPT,600fb1ac73c60b12049027bb,1.0
467,{'$date': 1611641375000},{'$date': 1611641375000},{'$date': 1611554975000},5.0,{'$date': 1611641375000},{'$date': 1611641375000},{'$date': 1611641375000},5.0,1.00,FINISHED,{'$oid': '600fb21f0a7214ada2000056'},All-receipts receipt bonus,600fb1ac73c60b12049027bb,1.0
468,{'$date': 1611693627000},{'$date': 1611693627000},{'$date': 1609286400000},500.0,,,{'$date': 1611693629000},500.0,34.96,REJECTED,{'$oid': '60107e3b0a720f0535000051'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5fbc35711d967d1222cbfefc,2.0
469,{'$date': 1611610563000},{'$date': 1611610563000},{'$date': 1611446400000},7137.2,{'$date': 1611630363000},{'$date': 1611630363000},{'$date': 1611630460000},750.0,4721.95,FINISHED,{'$oid': '600f39c30a7214ada2000030'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600f35015edb782098e2ac1b,670.0
470,{'$date': 1611641363000},{'$date': 1611641363000},{'$date': 1611554963000},5.0,{'$date': 1611641364000},{'$date': 1611641364000},{'$date': 1611641364000},5.0,10.00,FINISHED,{'$oid': '600fb2130a7214ada2000052'},All-receipts receipt bonus,600fb1ac73c60b12049027bb,1.0
471,{'$date': 1611641320000},{'$date': 1611641320000},{'$date': 1611554920000},5.0,{'$date': 1611641321000},{'$date': 1611641321000},{'$date': 1611641321000},5.0,1.00,FINISHED,{'$oid': '600fb1e80a7214ada200004e'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
472,{'$date': 1611641369000},{'$date': 1611641369000},{'$date': 1611554969000},5.0,{'$date': 1611641369000},{'$date': 1611641369000},{'$date': 1611641369000},5.0,1.00,FINISHED,{'$oid': '600fb2190a7214ada2000054'},All-receipts receipt bonus,600fb1ac73c60b12049027bb,1.0
473,{'$date': 1611641318000},{'$date': 1611641318000},{'$date': 1611554918000},1205.0,{'$date': 1611641318000},{'$date': 1611641318000},{'$date': 1611641318000},5.0,1.00,FINISHED,{'$oid': '600fb1e60a720f0535000048'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
474,{'$date': 1611696731000},{'$date': 1611696731000},{'$date': 1609286400000},500.0,,,{'$date': 1611696732000},500.0,34.96,REJECTED,{'$oid': '60108a5b0a7214ada2000057'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5fbc35711d967d1222cbfefc,2.0
475,{'$date': 1611641317000},{'$date': 1611641317000},{'$date': 1611554917000},755.0,{'$date': 1611641317000},{'$date': 1611641317000},{'$date': 1611641317000},750.0,1.00,FINISHED,{'$oid': '600fb1e50a7214ada200004d'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600fb1e4a4b74c120bd18777,1.0
476,{'$date': 1611641370000},{'$date': 1611641370000},{'$date': 1611381600000},5.0,{'$date': 1611641370000},{'$date': 1611641370000},{'$date': 1611641370000},5.0,49.95,FINISHED,{'$oid': '600fb21a0a720f053500004f'},All-receipts receipt bonus,600fb1ac73c60b12049027bb,5.0
477,{'$date': 1611641365000},{'$date': 1611641365000},{'$date': 1611381600000},125.0,{'$date': 1611641366000},{'$date': 1611641366000},{'$date': 1611641366000},,25.00,FINISHED,{'$oid': '600fb2150a720f053500004d'},,600fb1ac73c60b12049027bb,5.0
478,{'$date': 1611641304000},{'$date': 1611641304000},{'$date': 1611208800000},750.0,{'$date': 1611641307000},{'$date': 1611641307000},{'$date': 1611641307000},750.0,49.95,FINISHED,{'$oid': '600fb1d80a7214ada200004b'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600fb1ac73c60b12049027bb,5.0
479,{'$date': 1611641361000},{'$date': 1611641361000},{'$date': 1611554961000},50.6,{'$date': 1611641361000},{'$date': 1611641361000},{'$date': 1611641361000},27.0,4.66,FINISHED,{'$oid': '600fb2110a720f053500004c'},COMPLETE_PARTNER_RECEIPT,600fb1ac73c60b12049027bb,4.0
480,{'$date': 1611641308000},{'$date': 1611641308000},{'$date': 1610409600000},750.0,{'$date': 1611641309000},{'$date': 1611641309000},{'$date': 1611641309000},500.0,49.95,FINISHED,{'$oid': '600fb1dc0a720f0535000046'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600fb1ac73c60b12049027bb,5.0
481,{'$date': 1611641373000},{'$date': 1611641373000},{'$date': 1610690400000},5.0,{'$date': 1611641374000},{'$date': 1611641374000},{'$date': 1611641374000},5.0,49.95,FINISHED,{'$oid': '600fb21d0a720f0535000050'},All-receipts receipt bonus,600fb1ac73c60b12049027bb,5.0
482,{'$date': 1611641324000},{'$date': 1611641324000},{'$date': 1611554924000},755.0,{'$date': 1611641324000},{'$date': 1611641324000},{'$date': 1611641324000},750.0,1.00,FINISHED,{'$oid': '600fb1ec0a7214ada200004f'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600fb1ec73c60b1204902af4,1.0
483,{'$date': 1611641312000},{'$date': 1611641312000},{'$date': 1610518112000},5.0,{'$date': 1611641313000},{'$date': 1611641313000},{'$date': 1611641313000},5.0,1.00,FINISHED,{'$oid': '600fb1e00a7214ada200004c'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
484,{'$date': 1611641350000},{'$date': 1611641350000},{'$date': 1611554950000},200.0,{'$date': 1611641350000},{'$date': 1611641350000},{'$date': 1611641350000},150.0,89.91,FINISHED,{'$oid': '600fb2060a720f053500004b'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600fb1ac73c60b12049027bb,9.0
485,{'$date': 1611641372000},{'$date': 1611641372000},{'$date': 1611381600000},250.0,{'$date': 1611641372000},{'$date': 1611641372000},{'$date': 1611641372000},,49.95,FINISHED,{'$oid': '600fb21c0a7214ada2000055'},,600fb1ac73c60b12049027bb,5.0
486,{'$date': 1611641314000},{'$date': 1611641314000},{'$date': 1610518114000},5.0,{'$date': 1611641315000},{'$date': 1611641315000},{'$date': 1611641315000},5.0,1.00,FINISHED,{'$oid': '600fb1e20a720f0535000047'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
487,{'$date': 1611641341000},{'$date': 1611641341000},{'$date': 1610323200000},250.0,{'$date': 1611641342000},{'$date': 1611641342000},{'$date': 1611641342000},250.0,10.00,FINISHED,{'$oid': '600fb1fd0a720f053500004a'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600fb1ac73c60b12049027bb,10.0
488,{'$date': 1611641355000},{'$date': 1611641355000},{'$date': 1611641355000},400.0,{'$date': 1611641356000},{'$date': 1611641356000},{'$date': 1611641356000},100.0,9.99,FINISHED,{'$oid': '600fb20b0a7214ada2000051'},"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600fb1ac73c60b12049027bb,1.0
489,{'$date': 1611789212000},{'$date': 1611789212000},{'$date': 1611702811000},5.0,{'$date': 1611789218000},{'$date': 1611789212000},{'$date': 1611789218000},5.0,1.00,FINISHED,{'$oid': '6011f39c0a720f05350000b4'},All-receipts receipt bonus,6011f31ea4b74c18d3a8c476,2.0
490,{'$date': 1611709946000},{'$date': 1611709946000},{'$date': 1611619200000},250.0,{'$date': 1611710849000},{'$date': 1611709948000},{'$date': 1611710849000},250.0,50.00,FINISHED,{'$oid': '6010bdfa0a7214ada200005a'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6010bddaa4b74c120bd19dfb,5.0
491,{'$date': 1611709984000},{'$date': 1611709984000},{'$date': 1611623584000},5.0,{'$date': 1611709985000},{'$date': 1611709985000},{'$date': 1611709985000},5.0,1.00,FINISHED,{'$oid': '6010be200a7214ada200005e'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
492,{'$date': 1611789129000},{'$date': 1611789129000},{'$date': 1611702729000},10199.8,{'$date': 1611789131000},{'$date': 1611789131000},{'$date': 1611789135000},5.0,11.00,FINISHED,{'$oid': '6011f3490a7214ada200010e'},All-receipts receipt bonus,6011f31ea4b74c18d3a8c476,2.0
493,{'$date': 1611762703000},{'$date': 1611762703000},{'$date': 1611705600000},850.0,{'$date': 1611762704000},{'$date': 1611762704000},{'$date': 1611762708000},750.0,21.00,FINISHED,{'$oid': '60118c0f0a7214ada200007e'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60118c0fa4b74c18d3a8c151,4.0
494,{'$date': 1611762666000},{'$date': 1611762666000},{'$date': 1611676266000},4850.0,{'$date': 1611762667000},{'$date': 1611762667000},{'$date': 1611762672000},750.0,3.25,FINISHED,{'$oid': '60118bea0a720f0535000064'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60118beaa4b74c18d3a8c0f8,1.0
495,{'$date': 1611762709000},{'$date': 1611762709000},{'$date': 1611705600000},5.0,{'$date': 1611762710000},{'$date': 1611762710000},{'$date': 1611762714000},5.0,25.00,FINISHED,{'$oid': '60118c150a720f053500006d'},All-receipts receipt bonus,60118c0fa4b74c18d3a8c151,4.0
496,{'$date': 1611710015000},{'$date': 1611710015000},{'$date': 1611710015000},5.0,{'$date': 1611710016000},{'$date': 1611710016000},{'$date': 1611710016000},5.0,2.23,FINISHED,{'$oid': '6010be3f0a7214ada2000063'},All-receipts receipt bonus,6010bddaa4b74c120bd19dfb,1.0
497,{'$date': 1611709942000},{'$date': 1611709942000},{'$date': 1611623542000},5850.0,{'$date': 1611709944000},{'$date': 1611709944000},{'$date': 1611709948000},750.0,3.25,FINISHED,{'$oid': '6010bdf60a7214ada2000059'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6010bdf673c60b120490404e,1.0
498,{'$date': 1611762747000},{'$date': 1611762747000},{'$date': 1509321600000},,,,{'$date': 1611762748000},,3.00,REJECTED,{'$oid': '60118c3b0a7214ada2000089'},,60118bcfa4b74c18d3a8c0d7,3.0
499,{'$date': 1611710042000},{'$date': 1611710042000},{'$date': 1611623642000},25.0,{'$date': 1611710042000},{'$date': 1611710042000},{'$date': 1611710042000},25.0,1.00,FINISHED,{'$oid': '6010be5a0a720f053500005a'},COMPLETE_NONPARTNER_RECEIPT,6010bddaa4b74c120bd19dfb,1.0
500,{'$date': 1611789368000},{'$date': 1611789368000},{'$date': 1611702968000},5.0,,{'$date': 1611789369000},{'$date': 1611789369000},5.0,1.00,FLAGGED,{'$oid': '6011f4380a720f05350000b9'},All-receipts receipt bonus,6011f31ea4b74c18d3a8c476,1.0
501,{'$date': 1611709976000},{'$date': 1611709976000},{'$date': 1611623576000},750.0,,{'$date': 1611709976000},{'$date': 1611709977000},750.0,1.00,FLAGGED,{'$oid': '6010be180a7214ada200005d'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6010be18a4b74c120bd19e43,1.0
502,{'$date': 1611709935000},{'$date': 1611709935000},{'$date': 1611623535000},760.0,{'$date': 1611709937000},{'$date': 1611709937000},{'$date': 1611709942000},750.0,1.00,FINISHED,{'$oid': '6010bdef0a720f0535000053'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6010bddaa4b74c120bd19dfb,1.0
503,{'$date': 1611709949000},{'$date': 1611709949000},{'$date': 1611100800000},400.0,{'$date': 1611709952000},{'$date': 1611709951000},{'$date': 1611709952000},300.0,10.00,FINISHED,{'$oid': '6010bdfd0a720f0535000055'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6010bddaa4b74c120bd19dfb,1.0
504,{'$date': 1611709962000},{'$date': 1611709962000},{'$date': 1611100800000},250.0,{'$date': 1611709963000},{'$date': 1611709963000},{'$date': 1611709963000},150.0,10.00,FINISHED,{'$oid': '6010be0a0a7214ada200005b'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6010bddaa4b74c120bd19dfb,1.0
505,{'$date': 1604900217000},{'$date': 1604900217000},{'$date': 1604813817000},94.6,{'$date': 1611710901000},{'$date': 1611710901000},{'$date': 1611710901000},5.0,14.00,FINISHED,{'$oid': '5fa8d5790a7214adc30001c4'},All-receipts receipt bonus,5fa8d542b055fd1dfdf09517,6.0
506,{'$date': 1611762643000},{'$date': 1611762643000},{'$date': 1611676243000},1005.0,{'$date': 1611762656000},{'$date': 1611762649000},{'$date': 1611762660000},5.0,11.00,FINISHED,{'$oid': '60118bd30a720f0535000062'},All-receipts receipt bonus,54943462e4b07e684157a532,2.0
507,{'$date': 1611789113000},{'$date': 1611789113000},{'$date': 1611705600000},5.0,{'$date': 1611789114000},{'$date': 1611789114000},{'$date': 1611789119000},5.0,29.00,FINISHED,{'$oid': '6011f3390a720f05350000af'},All-receipts receipt bonus,6011f33173c60b1804ce1102,1.0
508,{'$date': 1611709980000},{'$date': 1611709980000},{'$date': 1611623580000},810.0,,{'$date': 1611709983000},{'$date': 1611709983000},750.0,13.00,FLAGGED,{'$oid': '6010be1c0a720f0535000057'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6010be1c73c60b1204904079,5.0
509,{'$date': 1611762740000},{'$date': 1611762740000},{'$date': 1611762740000},5.0,{'$date': 1611762741000},{'$date': 1611762741000},{'$date': 1611762741000},5.0,2.23,FINISHED,{'$oid': '60118c340a720f0535000073'},All-receipts receipt bonus,60118bcfa4b74c18d3a8c0d7,1.0
510,{'$date': 1611762664000},{'$date': 1611762664000},{'$date': 1611676264000},250.0,,,{'$date': 1611762665000},250.0,1.00,FLAGGED,{'$oid': '60118be80a7214ada2000075'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60118bcfa4b74c18d3a8c0d7,1.0
511,{'$date': 1611710022000},{'$date': 1611710022000},{'$date': 1509321600000},,,,{'$date': 1611710033000},,3.00,REJECTED,{'$oid': '6010be460a7214ada2000066'},,6010bddaa4b74c120bd19dfb,3.0
512,{'$date': 1611789114000},{'$date': 1611789114000},{'$date': 1611705600000},5.0,{'$date': 1611789115000},{'$date': 1611789115000},{'$date': 1611789120000},5.0,20.00,FINISHED,{'$oid': '6011f33a0a7214ada200010b'},All-receipts receipt bonus,6011f33173c60b1804ce1102,1.0
513,{'$date': 1611762658000},{'$date': 1611762658000},{'$date': 1611676258000},760.0,{'$date': 1611762660000},{'$date': 1611762660000},{'$date': 1611762666000},750.0,1.00,FINISHED,{'$oid': '60118be20a7214ada2000074'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60118bcfa4b74c18d3a8c0d7,1.0
514,{'$date': 1611789110000},{'$date': 1611789110000},{'$date': 1611705600000},5.0,{'$date': 1611789111000},{'$date': 1611789111000},{'$date': 1611789116000},5.0,21.00,FINISHED,{'$oid': '6011f3360a7214ada2000109'},All-receipts receipt bonus,6011f33173c60b1804ce1102,5.0
515,{'$date': 1611762698000},{'$date': 1611762698000},{'$date': 1611705600000},1850.0,{'$date': 1611762698000},{'$date': 1611762698000},{'$date': 1611762704000},750.0,28.00,FINISHED,{'$oid': '60118c0a0a720f0535000067'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60118c09a4b74c18d3a8c12e,6.0
516,{'$date': 1611762681000},{'$date': 1611762681000},{'$date': 1611100800000},150.0,{'$date': 1611762682000},{'$date': 1611762682000},{'$date': 1611762682000},150.0,10.00,FINISHED,{'$oid': '60118bf90a7214ada2000079'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60118bcfa4b74c18d3a8c0d7,1.0
517,{'$date': 1604900211000},{'$date': 1604900211000},{'$date': 1604813811000},750.0,,{'$date': 1604900212000},{'$date': 1611710000000},750.0,1.00,REJECTED,{'$oid': '5fa8d5730a7214adc30001c3'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",5fa8d573770b516dda4f4d21,11.0
518,{'$date': 1611710058000},{'$date': 1611710058000},{'$date': 1611705600000},150.0,{'$date': 1611710058000},{'$date': 1611710058000},{'$date': 1611710063000},150.0,22.00,FINISHED,{'$oid': '6010be6a0a720f053500005c'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6010be6673c60b12049040ef,4.0
519,{'$date': 1611851342000},{'$date': 1611851342000},{'$date': 1611792000000},840.0,{'$date': 1611851343000},{'$date': 1611851343000},{'$date': 1611851343000},,84.00,FINISHED,{'$oid': '6012e64e0a720f05f8000031'},,5fa41775898c7a11a6bcef3e,4.0
520,{'$date': 1611851372000},{'$date': 1611851372000},{'$date': 1611792000000},840.0,{'$date': 1611851373000},{'$date': 1611851373000},{'$date': 1611851373000},,84.00,FINISHED,{'$oid': '6012e66c0a720f05f800004d'},,5fa41775898c7a11a6bcef3e,4.0
521,{'$date': 1611851355000},{'$date': 1611851355000},{'$date': 1611792000000},840.0,{'$date': 1611851356000},{'$date': 1611851356000},{'$date': 1611851356000},,84.00,FINISHED,{'$oid': '6012e65b0a720f05f800003d'},,5fa41775898c7a11a6bcef3e,4.0
522,{'$date': 1611874572000},{'$date': 1611874572000},{'$date': 1611792000000},840.0,{'$date': 1611874572000},{'$date': 1611874572000},{'$date': 1611874572000},,84.00,FINISHED,{'$oid': '6013410c0a7214ad5000002a'},,5fa41775898c7a11a6bcef3e,4.0
523,{'$date': 1611874559000},{'$date': 1611874559000},{'$date': 1611792000000},840.0,{'$date': 1611874560000},{'$date': 1611874560000},{'$date': 1611874560000},,84.00,FINISHED,{'$oid': '601340ff0a7214ad50000024'},,5fa41775898c7a11a6bcef3e,4.0
524,{'$date': 1611852333000},{'$date': 1611852333000},{'$date': 1611792000000},1049.8,{'$date': 1611852340000},{'$date': 1611852340000},{'$date': 1611852341000},750.0,29.98,FINISHED,{'$oid': '6012ea2d0a720f05f8000068'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6012e1e6a4b74c3cbc516088,2.0
525,{'$date': 1611868959000},{'$date': 1611868959000},{'$date': 1611782559000},5.0,{'$date': 1611868960000},{'$date': 1611868960000},{'$date': 1611868960000},5.0,1.00,FINISHED,{'$oid': '60132b1f0a7214ad5000000c'},All-receipts receipt bonus,60132acb73c60b3ca7f3ba32,1.0
526,{'$date': 1611868900000},{'$date': 1611868900000},{'$date': 1611187200000},250.0,{'$date': 1611868901000},{'$date': 1611868900000},{'$date': 1611868901000},250.0,10.00,FINISHED,{'$oid': '60132ae40a7214ad50000007'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60132acb73c60b3ca7f3ba32,1.0
527,{'$date': 1611868911000},{'$date': 1611868911000},{'$date': 1611187200000},300.0,{'$date': 1611868912000},{'$date': 1611868912000},{'$date': 1611868912000},300.0,10.00,FINISHED,{'$oid': '60132aef0a720f05f800006d'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60132acb73c60b3ca7f3ba32,1.0
528,{'$date': 1611874581000},{'$date': 1611874581000},{'$date': 1611792000000},840.0,{'$date': 1611874581000},{'$date': 1611874581000},{'$date': 1611874581000},,84.00,FINISHED,{'$oid': '601341150a7214ad5000002e'},,5fa41775898c7a11a6bcef3e,4.0
529,{'$date': 1611851320000},{'$date': 1611851320000},{'$date': 1611792000000},840.0,{'$date': 1611851320000},{'$date': 1611851320000},{'$date': 1611851320000},,84.00,FINISHED,{'$oid': '6012e6380a720f05f800001c'},,5fa41775898c7a11a6bcef3e,4.0
530,{'$date': 1611851309000},{'$date': 1611851309000},{'$date': 1611792000000},840.0,{'$date': 1611851310000},{'$date': 1611851310000},{'$date': 1611851310000},,84.00,FINISHED,{'$oid': '6012e62d0a720f05f8000012'},,5fa41775898c7a11a6bcef3e,4.0
531,{'$date': 1611874564000},{'$date': 1611874564000},{'$date': 1611792000000},840.0,{'$date': 1611874564000},{'$date': 1611874564000},{'$date': 1611874564000},,84.00,FINISHED,{'$oid': '601341040a7214ad50000026'},,5fa41775898c7a11a6bcef3e,4.0
532,{'$date': 1611851343000},{'$date': 1611851343000},{'$date': 1611792000000},840.0,{'$date': 1611851344000},{'$date': 1611851344000},{'$date': 1611851344000},,84.00,FINISHED,{'$oid': '6012e64f0a720f05f8000032'},,5fa41775898c7a11a6bcef3e,4.0
533,{'$date': 1611874556000},{'$date': 1611874556000},{'$date': 1611792000000},840.0,{'$date': 1611874556000},{'$date': 1611874556000},{'$date': 1611874556000},,84.00,FINISHED,{'$oid': '601340fc0a720f05f8000089'},,5fa41775898c7a11a6bcef3e,4.0
534,{'$date': 1611869044000},{'$date': 1611869044000},{'$date': 1611782643000},5.0,{'$date': 1611869051000},{'$date': 1611869045000},{'$date': 1611869051000},5.0,1.00,FINISHED,{'$oid': '60132b740a7214ad50000012'},All-receipts receipt bonus,60132acb73c60b3ca7f3ba32,2.0
535,{'$date': 1611851331000},{'$date': 1611851331000},{'$date': 1611792000000},840.0,{'$date': 1611851331000},{'$date': 1611851331000},{'$date': 1611851331000},,84.00,FINISHED,{'$oid': '6012e6430a720f05f8000026'},,5fa41775898c7a11a6bcef3e,4.0
